"id","type","performanceLocationRequirement","name","description"
"txcd_36010005","physical","optional","Pet Vitamins","Pet food products offering additional nutrients or functional ingredients."
"txcd_36010006","physical","optional","Drugs for Animal Use with Prescription","Substances for treating animals, sold under prescription of a licensed veterinarian, and intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease."
"txcd_36010007","physical","optional","Pet Food with Prescription","Food for household pets that is consumed for nutritional value and sold under prescription of licensed veterinarian. This code is not intended for food related to working farm animals or animals raised for meat or milk production."
"txcd_37010000","physical","optional","Personal Computers","Personal computers, including laptops, tablets, desktops."
"txcd_37010003","physical","optional","Computer Storage Media","Removable storage media such as compact disks, flash drives, thumb drives, flash memory cards."
"txcd_37010036","physical","optional","Printer Ink","Ink cartridges for printers."
"txcd_37030002","physical","optional","Globes - Student","A globe that could be used by a student in a course of study as a reference and to learn the subject being taught."
"txcd_37030003","physical","optional","Maps - Student","A map that could be used by a student in a course of study as a reference and to learn the subject being taught."
"txcd_37040001","physical","optional","Printer Paper","Paper suitable for printers."
"txcd_37050001","physical","optional","School Textbooks","Books that are required or approved for use in conjunction with a curriculum provided by an educational institution."
"txcd_37060001","physical","optional","Bookbags/Backpacks - Student","Bags designed to carry students' books during the school day. This category does not include backpacks for traveling, hiking, camping, and so on."
"txcd_37060002","physical","optional","Calculators","Typically a small electronic device with a keyboard and visual display used for making used for making mathematical calculations."
"txcd_37060003","physical","optional","Daily Planners","A calendar based notebook to aid in outlining one's daily appointments, classes, activities, and so on."
"txcd_37060008","physical","optional","Padlocks - Student","Portable locks used by students in a school setting to prevent use, theft, vandalism or harm."
"txcd_37060009","physical","optional","School Art Supplies","An item commonly used by a student in a course of study for artwork. This category is limited to the following items...clay and glazes, paints, paintbrushes for artwork, sketch and drawing pads, watercolors."
"txcd_37060010","physical","optional","Dictionaries/Thesauruses","Reference printed material commonly used by a student in a course of study as a reference and to learn the subject being taught."
"txcd_37060011","physical","optional","Sheet music - Student","Sheet music used by a student in conjunction with school activities."
"txcd_37060012","physical","optional","School Supplies","An item commonly used by a student in a course of study. This category is limited to the following items...binders, blackboard chalk, cellophane tape, compasses, composition books, crayons, erasers, folders, glue/paste/glue sticks, highlighters, index cards, index card boxes, legal pads, lunch boxes, markers, notebooks, paper (copy, graph, tracing, manila, colored, construction, notebook), pencils, pencil boxes, pencil sharpeners, pens, poster boards, protractors, rulers, scissors, writing tablets."
"txcd_37060013","physical","optional","Staplers/Staples","A device that joins pages of paper or similar material by fastening a thin metal staple through the sheets and folding the ends underneath."
"txcd_37060035","physical","optional","Push pins/tacks","Pins/tacks to secure papers, pictures, calendars, and so on to bulletin boards, walls, and so on."
"txcd_37060045","physical","optional","Graphing Calculators","A handheld computer that is capable of plotting graphs, solving simultaneous equations, and performing other tasks with variables."
"txcd_37060046","physical","optional","Musical instruments - Student","A musical instrument used by a student in conjunction with school activities."
"txcd_37070001","physical","optional","Canned Software - Tangible Medium","Prewritten (""canned"") software delivered on tangible media."
"txcd_37070002","physical","optional","Canned Software - Tangible Medium - Non-recreational","Prewritten (""canned"") software on tangible media used for non-recreational purposes, such as antivirus, database, educational, financial, word processing, and so on. The software is intended for personal use, rather than for consumption in a commercial enterprise. Note: The distinction between business use and personal use for this tax code is relevant only if you are transacting business in the US."
"txcd_37071001","digital","none","Software Maintenance Agreement - Optional, Prewritten, Electronic Delivery, Updates Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in electronic form."
"txcd_37071002","digital","none","Software Maintenance Agreement - Optional, Prewritten, Electronic Delivery, Updates and Services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in electronic form, as well as non-separately stated support services, such as consultation or phone support."
"txcd_37071003","services","optional","Software Maintenance Agreement - Optional, Prewritten, Services Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to only support services, such as consultation or phone support. The agreement does not include periodic canned software updates, upgrades, or error corrections in any form."
"txcd_37071006","physical","optional","Software Maintenance Agreement - Optional, Prewritten, Tangible Delivery, Updates Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in tangible form."
"txcd_37071007","physical","optional","Software Maintenance Agreement - Optional, Prewritten, Tangible Delivery, Updates and Services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in tangible form, as well as non-separately stated support services, such as consultation or phone support."
"txcd_37071009","digital","none","Software Maintenance Agreement - Optional, Custom, Electronic Delivery, Updates Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in electronic form."
"txcd_37071010","digital","none","Software Maintenance Agreement - Optional, Custom, Electronic Delivery, Updates and Services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in electronic form, as well as non-separately stated support services, such as consultation or phone support."
"txcd_37071011","services","optional","Software Maintenance Agreement - Optional, Custom, Services Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to only support services, such as consultation or phone support. The agreement does not include periodic custom software updates, upgrades, or error corrections in any form."
"txcd_37071014","services","optional","Software Maintenance Agreement - Optional, Custom, Tangible Delivery, Updates Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in tangible form."
"txcd_37071015","services","optional","Software Maintenance Agreement - Optional, Custom, Tangible Delivery, Updates and Services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software. The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in tangible form, as well as non-separately stated support services, such as consultation or phone support."
"txcd_37071101","digital","none","Software Maintenance Agreement - Mandatory, Prewritten, Electronic Delivery","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software. The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in electronic form. The agreement may or may not also include non-separately stated support services, such as consultation or phone support."
"txcd_37071103","physical","optional","Software Maintenance Agreement - Mandatory, Prewritten, Tangible Delivery","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software. The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in tangible form. The agreement may or may not also include non-separately stated support services, such as consultation or phone support."
"txcd_37071104","digital","none","Software Maintenance Agreement - Mandatory, Custom, Electronic Delivery","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software. The agreement entitles the software user to obtain periodic custom software updates, upgrades, and error corrections in electronic form. The agreement may or may not also include non-separately stated support services, such as consultation or phone support."
"txcd_37071106","services","optional","Software Maintenance Agreement - Mandatory, Custom, Tangible Delivery","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software. The agreement entitles the software user to obtain periodic custom software updates, upgrades, and error corrections in tangible form. The agreement may or may not also include non-separately stated support services, such as consultation or phone support."
"txcd_40010000","physical","optional","Cereal Grains","Grain, as an important staple food, is the harvested seed of grasses such as wheat, oats, rice, corn, sorghum, millet, rye, and barley."
"txcd_40010001","physical","optional","Pasta","A dough of flour, eggs, and water made in different shapes and dried or used fresh."
"txcd_40010002","physical","optional","Rice","The starchy grain of cereal grass used as a staple food."
"txcd_40020002","physical","optional","Edible Oils","Cooking oils such as olive oil, vegetable oil, corn oil, and so on."
"txcd_40020004","physical","optional","Sugar and Sugar Substitutes","A sweet substance especially from the plants sugar cane and sugar beet, used to make food and drinks sweet. This category also supports artificial sugars such as saccharine, aspartame, sucralose, and so on."
"txcd_40020005","physical","optional","Flour","Flour is a white or brown powder that is made by grinding grain, used chiefly in baking."
"txcd_40020006","physical","optional","Herbs","A type of plant whose leaves are used in cooking to give flavor to particular dishes, such as basil, oregano, and cilantro, and so on."
"txcd_40020007","physical","optional","Seasonings","Seasonings such as salt, pepper, paprika, chili powder, and so on."
"txcd_40020008","physical","optional","Food Coloring","Any edible dye, pigment, or substance that imparts color when it is added to food or drink."
"txcd_40040000","physical","optional","Food for Non-Immediate Consumption","Food and beverage products sold at retail grocery-type establishments that are intended for consumption off the premises of the vendor."
"txcd_40040003","physical","optional","Cocoa Mix","A dark brown powder made from cocoa beans, used to add a chocolate flavor to beverages, as in hot chocolate."
"txcd_40040004","physical","optional","Baby Food","Foods and formulas meant for feeding babies and infants."
"txcd_40040009","physical","optional","Baking Cocoa","A dark brown powder made from cocoa beans, used to make chocolate and add a chocolate flavor to the baking process."
"txcd_40040010","physical","optional","Ice Cubes","Ice for human consumption."
"txcd_40040013","physical","optional","Meat and Meat Products","The flesh (muscle tissue) of an animal consumed as food."
"txcd_40040016","physical","optional","Nuts and Seeds","Nuts and seeds in unroasted, unsalted, unflavored form."
"txcd_40040017","physical","optional","Nuts and Seeds, Processed","Nuts and seeds that have been salted, spiced, smoked, or roasted."
"txcd_40040019","physical","optional","Vegetables","Vegetables are parts of plants that are consumed as food."
"txcd_40040020","physical","optional","Cracker Bread","Cracker bread is a thin and crispy flat bread that is often used as an accompaniment to meals in many different cultures, most notably Turkish, Indian, and Mediterranean cuisine."
"txcd_40040021","physical","optional","Plain Breads","Plain Breads include items ordinary loaves, such as sourdough, multigrain, and rye loaves."
"txcd_40040022","physical","optional","Speciality Breads","Specialty Breads are artisan breads, including cheese bread, olive loaves, date and walnut bread, and so on."
"txcd_40050003","physical","optional","Food/TPP Bundle - with Food between 50% and 75%","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 50% and 75% of the overall value of the bundle."
"txcd_40050004","physical","optional","Food/TPP Bundle with Food 50% to 90%","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 50% and 90% of the overall value of the bundle."
"txcd_40050005","physical","optional","Food/TPP Bundle with Food 90% or more","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising 90% or more of the overall value of the bundle."
"txcd_40050006","physical","optional","Food/TPP Bundle with Food less than 50%","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising less than 50% of the overall value of the bundle."
"txcd_40050007","physical","optional","Food/TPP Bundle - with Food 90% or more - Food is all Candy","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising 90% or more of the overall value of the bundle, where all food consists of candy (not containing flour)."
"txcd_40050008","physical","optional","Food/TPP Bundle - with Food between 50% and 75% - Food is all Candy","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 50% and 75% of the overall value of the bundle, where all food consists of candy (not containing flour)."
"txcd_40050009","physical","optional","Food/TPP Bundle - with Food between 76% and 89%","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 76% and 89% of the overall value of the bundle."
"txcd_40050010","physical","optional","Food/TPP Bundle - with Food between 76% and 89% - Food is all Candy","Food bundle or basket containing food staples combined with tangible personal property, with the food comprising between 76% and 89% of the overall value of the bundle, where all food consists of candy (not containing flour)."
"txcd_40051001","physical","optional","Food/Candy Bundle - with Candy 10% or less","Food bundle or basket containing food staples combined with candy, with the candy comprising 10% or less of the overall value of the bundle (food comprises 90% or more). Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages."
"txcd_40051002","physical","optional","Food/Candy Bundle - with Candy 11% to 24%","Food bundle or basket containing food staples combined with candy, with the candy comprising between 11% and 24% of the overall value of the bundle (food comprises 76% to 89%). Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages."
"txcd_40051003","physical","optional","Food/Candy Bundle - with Candy 25% to 49%","Food bundle or basket containing food staples combined with candy, with the candy comprising between 25% and 49% of the overall value of the bundle (food comprises 51 to 75%). Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages."
"txcd_40051004","physical","optional","Food/Candy Bundle - with Candy 50% or more","Food bundle or basket containing food staples combined with candy, with the candy comprising 50% or more of the overall value of the bundle (food comprises 50% or less). Note that any candy containing flour should be considered as food (and not candy) when determining bundle percentages."
"txcd_40060003","physical","optional","Food for Immediate Consumption","Food and beverage products in a form suited for consumption on the premises of the vendor, described as prepared foods, ready-to-eat foods, or meals. Always utilize this PTC for heated foods, heated beverages, dispensed beverages, and foods sold with eating utensils."
"txcd_40070001","physical","optional","Granola Bars, Cereal Bars, Energy Bars, Protein Bars Containing Flour","Granola Bars, Cereal Bars, Energy Bars, Protein Bars containing flour."
"txcd_40070002","physical","optional","Granola Bars, Cereal Bars, Energy Bars, Protein Bars Containing No Flour","Granola Bars, Cereal Bars, Energy Bars, Protein Bars containing no flour."
"txcd_40070005","physical","optional","Snack Foods","Snack foods including chips, crisps, puffs, curls or sticks, popped corn, brittle pretzels, salted nuts and salted seeds, granola products and snack mixes. This category does not include items such as crackers, cookies, snack cakes or breakfast cereal."
"txcd_40070006","physical","optional","Biscuits/Cookies - Plain","A biscuit is a typically hard, small baked product that would be called a ""cookie"" In the US."
"txcd_40070007","physical","optional","Biscuits/Cookies - Chocolate Coated","A biscuit is a typically hard, small baked product that would be called a ""cookie"" In the US. This cookie is covered or coated in chocolate."
"txcd_40090001","physical","optional","Dietary Supplements","Tablet, capsule, powder, softgel, gelcap, or liquid intended that contain a vitamin, mineral, herb, other botanical, or amino acid and is labeled as a dietary supplement identifiable by the ""supplement facts"" box found on the label."
"txcd_40090002","physical","optional","Protein Powder","Nutritional supplement in powder form, dairy based or plant based, focused on increasing ones intake of protein for various benefits."
"txcd_40090005","physical","optional","Infant Formula","A food which intended to be or is represented for special dietary use solely as a food for infants by reason of its simulation of human milk or its suitability as a complete or partial substitute for human milk."
"txcd_40090008","physical","optional","Nutritional Supplements","Products in various forms that are intended for ingestion and represented as a conventional food and labeled as a nutritional supplement and identifiable by the ""Nutrition Facts"" box found on the label."
"txcd_40100001","physical","optional","Candy","A preparation of natural or artificial sweeteners in combination with chocolate, fruits, nuts, or other ingredients or flavorings in the form of bars, drops, or pieces."
"txcd_40100002","physical","optional","Candy (Contains Flour)","A preparation of natural or artificial sweeteners in combination with chocolate, fruits, nuts, or other ingredients or flavorings in the form of bars, drops, or pieces and that contains flour as an ingredient."
"txcd_40100003","physical","optional","Ice Cream, Packaged - One Pint or Greater","Ice cream, frozen yogurt, or similar, packaged in a container that is one pint or larger. The default behavior of this category assumes off-premises consumption."
"txcd_40100004","physical","optional","Ice Cream, Packaged - Less Than One Pint Container","Ice cream, frozen yogurt, or similar, packaged in a container that is less than one pint. The default behavior of this category assumes off-premises consumption."
"txcd_40100010","physical","optional","Chewing Gum","A soft, cohesive substance designed to be chewed without being swallowed."
"txcd_40100011","physical","optional","Breath Mints","A mint -flavored candy intended to freshen the breath."
"txcd_40400005","physical","optional","Dried Fruit - Unsweetened","Dried fruit is fruit from which the majority of the original water content has been removed either naturally, through sun drying, or through the use of specialized dryers or dehydrators. Common dried fruits are dried fruits sold are raisins, dates, prunes, and figs."
"txcd_41020001","physical","optional","Alcoholic Beverages - Beer/Malt Beverage","Beer is an alcoholic drink that is flavored with hops and consists of yeast-fermented malt. Malt beverage is a type of alcoholic drink in which the grain, or seed, of the barley plant is the main ingredient. This code represents packaged beverages for non-immediate consumption."
"txcd_41020002","physical","optional","Alcoholic Beverages - Spirits","Alcoholic beverages created in a distillation process, and are known by the common names of vodka, gin, whiskey, rum, tequila, brandy, and so on. This code represents packaged beverages for non-immediate consumption."
"txcd_41020003","physical","optional","Alcoholic Beverages - Wine","An alcoholic beverage created through fermentation of grapes of various varieties. This code represents packaged beverages for non-immediate consumption."
"txcd_41030001","physical","optional","Bottled Water","Regular, unsweetened, non carbonated water sold in containers. Includes waters containing only natural flavors or essences. Does not include distilled water."
"txcd_41030002","physical","optional","Bottled Water - Carbonated Artificially","Bottled Water for human consumption, unsweetened, carbonated artificially. Includes carbonated waters containing only natural flavors or essences."
"txcd_41030003","physical","optional","Bottled Water - Carbonated Naturally","Bottled Water for human consumption, unsweetened, carbonated naturally. Includes carbonated waters containing only natural flavors or essences."
"txcd_41040002","physical","optional","Carbonated Soft Drinks - 0% Fruit or Vegetable juice","Carbonated non-alcoholic beverages that contain natural or artificial sweeteners, and zero natural fruit or vegetable juice, not including carbonated water. Includes energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040003","physical","optional","Bottled Tea - Non-Carbonated - Sweetened","Ready to drink non-carbonated beverage containing tea with natural or artificial sweeteners."
"txcd_41040004","physical","optional","Bottled water - Sweetened","Bottled water for human consumption, containing natural or artificial sweeteners, non-carbonated. Waters containing zero calorie natural flavoring should be associated with the `Bottled Water` PTC."
"txcd_41040005","physical","optional","Bottled water - Carbonated - Sweetened","Bottled water for human consumption, containing natural or artificial sweeteners, carbonated. Carbonated waters containing zero calorie natural flavoring should be associated with either the `Bottled Water - Carbonated Artificially` PTC or the `Bottled Water - Carbonated Naturally` PTC."
"txcd_41040008","physical","optional","Non-Carbonated Soft Drinks - 0% Fruit or Vegetable juice","Non-carbonated, non-alcoholic beverages that contain sweeteners, and zero natural fruit or vegetable juice, such as sweetened cocktail mixes that can be combined with alcohol, but doesn't include flavored water."
"txcd_41040009","physical","optional","Soft Drinks - Carbonated - 1 -9% Vegetable juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040010","physical","optional","Soft Drinks - Carbonated - 1-9% Fruit juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040011","physical","optional","Soft Drinks - Carbonated - 10-24% Fruit juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040012","physical","optional","Soft Drinks - Carbonated - 10-24% Vegetable juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040013","physical","optional","Soft Drinks - Carbonated - 100% Fruit or Vegetable juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 100% natural fruit or vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040014","physical","optional","Soft Drinks - Carbonated - 25-50% Fruit juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040015","physical","optional","Soft Drinks - Carbonated - 25-50% Vegetable juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural vegetable juice. This does not flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040016","physical","optional","Soft Drinks - Carbonated - 51-69% Fruit juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040017","physical","optional","Soft Drinks - Carbonated - 51-69% Vegetable juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040018","physical","optional","Soft Drinks - Carbonated - 70-99% Fruit juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural fruit juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040019","physical","optional","Soft Drinks - Carbonated - 70-99% Vegetable juice","Carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural vegetable juice. This does not include flavored carbonated water. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040020","physical","optional","Soft Drinks - Non-Carbonated - 1 -9% Vegetable juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040021","physical","optional","Soft Drinks - Non-Carbonated - 1-9% Fruit juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 1 - 9% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040022","physical","optional","Soft Drinks - Non-Carbonated - 10-24% Fruit juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040023","physical","optional","Soft Drinks - Non-Carbonated - 10-24% Vegetable juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 10 - 24% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040024","physical","optional","Soft Drinks - Non-Carbonated - 100% Fruit or Vegetable juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 100% natural fruit or vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040025","physical","optional","Soft Drinks - Non-Carbonated - 25-50% Fruit juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040026","physical","optional","Soft Drinks - Non-Carbonated - 25-50% Vegetable juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 25 - 50% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040027","physical","optional","Soft Drinks - Non-Carbonated - 51-69% Fruit juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040028","physical","optional","Soft Drinks - Non-Carbonated - 51-69% Vegetable juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 51 - 69% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040029","physical","optional","Soft Drinks - Non-Carbonated - 70-99% Fruit juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural fruit juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41040030","physical","optional","Soft Drinks - Non-Carbonated - 70-99% Vegetable juice","Non-carbonated nonalcoholic beverages that contain natural or artificial sweeteners, and 70 - 99% natural vegetable juice. This does not include flavored water. This does include sweetened cocktail mixes that can be combined with alcohol. This does include beverages marketed as energy drinks that carry a Nutrition Facts label and contain a blend of energy enhancing ingredients."
"txcd_41050001","physical","optional","Bottled coffee - Containing Milk or Milk Substitute","Ready to drink coffee based beverage containing milk or milk substitute."
"txcd_41050002","physical","optional","Bottled Coffee - No Milk - Sweetened","Ready to drink coffee based beverage not containing milk, containing natural or artificial sweetener."
"txcd_41050003","physical","optional","Bottled Coffee - No Milk - Unsweetened","Ready to drink coffee based beverage containing neither milk nor natural or artificial sweeteners."
"txcd_41050004","physical","optional","Bottled Tea - Carbonated - Unsweetened","Ready to drink carbonated beverage containing tea and without any natural or artificial sweeteners."
"txcd_41050005","physical","optional","Bottled Tea - Non-Carbonated - Unsweetened","Ready to drink non-carbonated beverage containing tea without natural or artificial sweeteners."
"txcd_41050006","physical","optional","Coffee Beans or Ground Coffee","Coffee beans or ground coffee."
"txcd_41050007","physical","optional","Bottled Tea - Carbonated - Sweetened","Ready to drink carbonated beverage containing tea with natural or artificial sweeteners."
"txcd_41050008","physical","optional","Tea Leaves or Tea Bags","Tea leaves and tea bags."
"txcd_41051001","physical","optional","Energy Beverages - Carbonated - with Supplement Facts Label","Carbonated beverages marketed as energy drinks, carrying a Supplement Facts Label, that contain a blend of energy enhancing vitamins, minerals, herbals, stimulants, and so on."
"txcd_41051002","physical","optional","Energy Beverages - Non-Carbonated - with Supplement Facts Label","Non-carbonated beverages marketed as energy drinks, carrying a Supplement Facts Label, that contain a blend of energy enhancing vitamins, minerals, herbals, stimulants, and so on."
"txcd_41052001","physical","optional","Food and Beverage - Non-Alcoholic Beer/ Wine","Non-alcoholic beer is beer with little or no alcohol content. In the United States, beverages containing less than 0.5% alcohol by volume (ABV) fall under this term."
"txcd_41053001","physical","optional","Nutritional Supplement, Protein Drinks, Shakes - Contains Milk","Ready to drink beverages, containing milk, formulated and labeled for their nutritional value, such as increased caloric or protein intake."
"txcd_41053002","physical","optional","Nutritional Supplement, Protein Drink, Shakes - Contains No Milk","Ready to drink beverages, not containing milk, formulated and labeled for their nutritional value, such as increased caloric or protein intake and containing natural or artificial sweeteners."
"txcd_41054001","physical","optional","Powdered Drink Mixes - To Be Mixed with Milk","Powdered mixes to be reconstituted into a drinkable beverage using milk or a milk substitute."
"txcd_41054002","physical","optional","Powdered Drink Mixes - To Be Mixed with Water","Powdered mixes to be reconstituted into a drinkable beverage using water."
"txcd_41060003","physical","optional","Milk Substitutes","Milk type beverages from non-animal sources, such as soy, rice, almond, coconut, peanut, and hemp."
"txcd_41060006","physical","optional","Milk Coffee Tea Cocoa Beverages","Milk or milk substitutes, or drinks with bases of milk, coffee, unsweetened tea or cocoa."
"txcd_50010001","events","required","Admission to Amusement, Entertainment & Recreation Venues – Participant","Charges for admission to amusement, recreation, or entertainment venues where the entrant participates in activities, excluding sports activities."
"txcd_50010002","events","required","Admission to Sporting Facilities - Participant","Charges for admission to sports facilities, other than gyms/fitness centers, where the entrant participates in recreational athletic pursuits."
"txcd_50010003","events","required","Admission to Amusement, Entertainment & Recreation Venues - Spectator (In-Person)","Charges for admission to venues with live amusement, recreation, or entertainment where the entrant is a spectator."
"txcd_50010004","events","required","Admission to Cinemas (In-Person)","Charges for attending a cinema or movie theater to watch films."
"txcd_50011001","events","required","Admission to Cultural Venues (In-Person)","Charges for admission to cultural sites and attractions."
"txcd_50012001","events","required","Admission to Sporting Events - Spectator (In-Person)","Charges for admission to competitive sporting events where the entrant is a spectator."
"txcd_50012003","events","required","Admission to Sporting Events - Participant Competition Fee","Charges for entry into a competitive sporting event where the entrant is a participant."
